drone_id,x,y,z,time
Drone_140,76.21,95.88,7.27,76
Drone_140,26.61,25.58,16.43,77
Drone_141,79.02,45.69,0.6,97
Drone_141,27.32,80.73,14.32,98
Drone_141,93.49,51.53,9.44,99
Drone_141,41.32,65.29,0.32,100
Drone_141,97.46,85.01,11.58,101
Drone_142,95.64,78.31,14.44,2
Drone_142,17.61,57.71,4.25,3
Drone_142,19.86,70.46,3.29,4
Drone_142,46.54,12.71,15.82,5
Drone_142,88.83,80.78,3.36,6
Drone_143,8.34,56.75,17.08,14
Drone_143,35.7,69.63,9.61,15
Drone_143,19.21,54.09,12.38,16
Drone_143,16.0,13.03,18.73,17
Drone_143,16.66,72.92,9.54,18
Drone_144,80.49,34.95,12.82,95
Drone_144,87.08,65.21,17.05,96
Drone_144,42.46,2.43,17.6,97
Drone_144,20.06,81.58,19.63,98
Drone_144,80.9,91.21,14.76,99
Drone_145,60.2,46.5,6.67,53
Drone_145,73.76,27.99,14.82,54
Drone_145,98.54,18.29,4.71,55
Drone_145,79.65,88.97,18.14,56
Drone_145,43.45,79.55,17.8,57
Drone_146,90.53,64.75,18.19,69
Drone_146,86.46,18.87,6.08,70
Drone_146,70.65,30.32,16.19,71
Drone_146,60.7,61.5,1.66,72
Drone_146,9.58,67.6,6.89,73
Drone_147,21.81,88.59,3.77,10
Drone_147,39.03,56.87,11.77,11
Drone_147,85.07,50.93,8.73,12
Drone_147,91.31,82.8,15.58,13
Drone_147,23.95,18.59,15.65,14
Drone_148,63.93,92.06,5.82,18
Drone_148,20.43,27.9,13.06,19
Drone_148,99.18,49.48,11.24,20
Drone_148,62.64,69.67,16.47,21
Drone_148,22.45,5.92,0.88,22
Drone_149,41.45,0.18,18.79,29
Drone_149,70.55,95.1,11.2,30
Drone_149,40.2,98.88,18.6,31
Drone_149,38.55,70.25,14.24,32
Drone_149,34.59,45.22,10.48,33
Drone_150,56.1,53.82,18.33,77
Drone_150,87.42,38.78,10.77,78
Drone_150,25.01,43.15,7.39,79
Drone_150,64.17,43.73,11.42,80
Drone_150,71.32,86.74,1.16,81
Drone_151,11.72,21.7,6.85,0
Drone_151,68.68,36.39,12.92,1
Drone_151,82.16,51.51,15.41,2
Drone_151,48.76,83.56,11.12,3
Drone_151,42.15,87.61,0.26,4
Drone_152,77.95,80.52,10.33,60
Drone_152,14.14,44.68,5.03,61
Drone_152,84.19,46.8,2.45,62
Drone_152,32.2,3.76,14.49,63
Drone_152,92.68,97.47,8.73,64
Drone_153,91.57,12.99,13.94,37
Drone_153,9.53,39.52,8.27,38
Drone_153,43.75,70.79,1.42,39
Drone_153,49.52,55.07,11.39,40
Drone_153,54.36,78.22,7.26,41
Drone_154,11.02,40.53,13.66,79
Drone_154,34.71,79.72,9.04,80
Drone_154,54.11,28.51,11.85,81
Drone_154,95.24,58.45,11.03,82
Drone_154,97.13,50.67,14.23,83
Drone_155,90.17,90.0,17.28,11
Drone_155,68.7,77.6,17.73,12
Drone_155,33.88,28.6,18.72,13
Drone_155,5.39,45.88,2.33,14
Drone_155,35.2,44.32,16.81,15
Drone_156,26.53,79.64,4.19,85
Drone_156,72.45,51.54,16.09,86
Drone_156,14.13,93.17,5.7,87
Drone_156,11.57,27.39,16.12,88
Drone_156,15.36,3.44,15.86,89
Drone_157,14.06,79.51,6.54,59
Drone_157,80.18,59.13,4.79,60
Drone_157,57.21,11.04,8.8,61
Drone_157,57.46,68.81,1.35,62
Drone_157,74.81,62.24,16.92,63
Drone_158,75.85,77.44,13.61,65
Drone_158,41.56,64.18,13.27,66
Drone_158,45.75,35.35,19.97,67
Drone_158,54.57,48.6,6.52,68
Drone_158,22.7,24.31,1.08,69
Drone_159,67.76,81.33,1.44,1
Drone_159,57.45,41.07,6.81,2
Drone_159,89.28,36.62,12.03,3
Drone_159,69.36,81.96,10.58,4
Drone_159,60.25,67.9,18.47,5
Drone_160,34.86,99.25,13.84,72
Drone_160,33.36,46.01,15.38,73
Drone_160,22.54,27.71,18.91,74
Drone_160,38.06,50.73,4.28,75
Drone_160,87.55,51.11,15.62,76
Drone_161,22.86,55.67,6.6,19
Drone_161,96.27,23.81,1.06,20
Drone_161,36.87,2.72,8.88,21
Drone_161,78.2,80.92,5.52,22
Drone_161,39.85,59.34,9.25,23
Drone_162,35.84,36.19,6.03,49
Drone_162,62.04,61.98,8.14,50
Drone_162,94.18,57.5,13.87,51
Drone_162,57.45,50.0,7.7,52
Drone_162,10.64,95.47,11.41,53
Drone_163,50.36,97.22,17.28,56
Drone_163,56.45,14.87,14.79,57
Drone_163,45.9,28.0,17.54,58
Drone_163,59.27,4.58,16.83,59
Drone_163,50.6,92.88,4.52,60
Drone_164,96.04,13.2,18.22,91
Drone_164,23.94,72.82,0.16,92
Drone_164,56.79,56.09,12.0,93
Drone_164,63.98,87.11,3.52,94
Drone_164,91.23,94.89,13.3,95
Drone_165,37.31,21.0,5.88,95
Drone_165,89.74,31.72,3.2,96
Drone_165,33.51,83.08,8.24,97
Drone_165,14.64,63.31,6.05,98
Drone_165,9.54,27.87,10.43,99
Drone_166,69.66,50.7,9.46,100
Drone_166,7.61,42.49,17.88,101
Drone_166,77.02,90.48,9.96,102
Drone_166,88.41,53.62,2.28,103
Drone_166,4.63,37.31,11.07,104
Drone_167,72.55,46.95,12.27,2
Drone_167,73.21,52.62,5.79,3
Drone_167,70.0,80.06,13.34,4
Drone_167,90.79,86.33,5.85,5
Drone_167,67.65,34.45,6.43,6
Drone_168,14.72,65.4,0.53,52
Drone_168,84.62,77.33,12.61,53
Drone_168,75.65,40.19,6.48,54
Drone_168,38.77,65.59,9.92,55
Drone_168,22.93,55.63,18.78,56
Drone_169,80.87,51.7,2.12,67
Drone_169,29.27,17.01,3.63,68
Drone_169,13.0,88.96,15.41,69
Drone_169,39.06,72.69,4.72,70
Drone_169,60.91,27.46,7.32,71
Drone_170,63.52,7.46,15.34,87
Drone_170,18.66,75.24,4.21,88
Drone_170,66.44,91.57,13.52,89
Drone_170,87.75,20.64,11.94,90
Drone_170,61.39,98.15,2.38,91
Drone_171,62.36,31.71,7.54,65
Drone_171,80.92,39.61,8.97,66
Drone_171,20.35,96.38,0.38,67
Drone_171,95.92,25.42,0.38,68
Drone_171,71.5,91.86,13.34,69
Drone_172,71.12,17.23,11.46,13
Drone_172,76.71,34.72,7.78,14
Drone_172,52.57,91.26,11.78,15
Drone_172,15.44,49.98,4.9,16
Drone_172,14.95,75.62,17.22,17
Drone_173,4.57,42.77,0.18,67
Drone_173,63.26,23.74,0.75,68
Drone_173,14.68,96.64,3.31,69
Drone_173,42.15,68.49,14.77,70
Drone_173,53.68,31.62,9.87,71
Drone_174,76.1,55.23,0.36,53
Drone_174,18.47,95.14,16.89,54
Drone_174,82.55,24.84,10.97,55
Drone_174,3.25,66.41,3.51,56
Drone_174,86.55,67.93,4.12,57
Drone_175,11.7,90.1,0.63,84
Drone_175,66.31,58.44,7.53,85
Drone_175,36.75,21.82,8.08,86
Drone_175,99.28,2.43,15.06,87
Drone_175,7.47,23.27,6.57,88
Drone_176,66.27,21.88,0.96,91
Drone_176,20.26,8.87,17.39,92
Drone_176,10.5,88.46,17.73,93
Drone_176,13.96,45.63,12.4,94
Drone_176,27.49,25.32,5.21,95
Drone_177,41.83,42.4,18.47,49
Drone_177,36.72,31.74,10.47,50
Drone_177,26.87,13.73,5.55,51
Drone_177,26.66,40.32,14.73,52
Drone_177,48.97,72.81,4.46,53
Drone_178,65.2,14.77,13.35,87
Drone_178,29.43,43.14,18.54,88
Drone_178,80.64,68.31,6.12,89
Drone_178,54.07,80.2,4.29,90
Drone_178,63.29,7.58,0.03,91
Drone_179,42.01,4.05,0.46,86
Drone_179,14.33,51.05,4.11,87
Drone_179,56.62,29.5,4.33,88
Drone_179,64.89,95.33,18.8,89
Drone_179,51.86,50.67,13.03,90
Drone_180,50.08,31.08,11.68,74
Drone_180,70.79,95.86,9.05,75
Drone_180,49.37,43.86,4.31,76
Drone_180,45.2,45.57,2.17,77
Drone_180,38.23,69.75,0.41,78
Drone_181,3.73,45.65,1.64,19
Drone_181,76.13,99.8,15.18,20
Drone_181,22.35,51.14,1.03,21
Drone_181,96.0,85.45,15.17,22
Drone_181,57.85,29.07,14.53,23
Drone_182,61.99,31.21,14.94,9
Drone_182,22.24,76.7,6.59,10
Drone_182,7.49,5.43,16.83,11
Drone_182,45.94,59.03,5.83,12
Drone_182,85.83,87.85,1.48,13
Drone_183,75.73,10.18,10.86,19
Drone_183,98.13,13.81,8.52,20
Drone_183,11.74,42.32,2.2,21
Drone_183,24.57,91.83,5.32,22
Drone_183,22.52,54.3,19.47,23
Drone_184,97.16,81.34,11.03,77
Drone_184,8.41,87.75,5.27,78
Drone_184,25.08,46.04,11.42,79
Drone_184,77.58,88.58,8.78,80
Drone_184,72.88,27.36,5.67,81
Drone_185,15.12,31.06,11.4,25
Drone_185,51.39,97.64,6.73,26
Drone_185,89.31,45.08,6.55,27
Drone_185,93.47,5.44,9.67,28
Drone_185,62.95,4.57,12.11,29
Drone_186,57.07,21.57,15.19,25
Drone_186,40.5,31.03,8.98,26
Drone_186,85.95,60.59,0.31,27
Drone_186,49.65,4.93,18.91,28
Drone_186,46.98,48.4,16.5,29
Drone_187,80.45,41.97,5.38,32
Drone_187,32.46,66.33,15.11,33
Drone_187,44.36,17.67,5.56,34
Drone_187,26.27,50.3,8.97,35
Drone_187,63.35,21.57,10.84,36
Drone_188,68.89,61.75,10.49,70
Drone_188,0.94,10.65,2.79,71
Drone_188,43.14,31.2,14.27,72
Drone_188,17.53,9.33,0.88,73
Drone_188,67.72,52.72,7.17,74
Drone_189,20.93,32.03,3.06,50
Drone_189,59.01,29.02,15.78,51
Drone_189,50.28,75.69,11.94,52
Drone_189,76.74,84.42,12.97,53
Drone_189,77.43,73.23,17.64,54
Drone_190,96.88,37.66,4.23,23
Drone_190,19.2,72.14,4.31,24
Drone_190,75.56,95.71,15.58,25
Drone_190,37.49,92.99,11.22,26
Drone_190,62.42,0.85,14.84,27
Drone_191,96.3,46.25,3.25,7
Drone_191,31.03,12.0,9.15,8
Drone_191,62.49,83.85,9.54,9
Drone_191,92.16,91.13,8.17,10
Drone_191,49.67,25.41,14.63,11
Drone_192,45.38,62.59,19.0,32
Drone_192,48.73,8.71,5.57,33
Drone_192,91.17,76.24,12.95,34
Drone_192,85.97,58.49,19.53,35
Drone_192,30.76,64.14,10.21,36
Drone_193,95.34,76.53,11.59,12
Drone_193,92.05,56.95,2.53,13
Drone_193,42.36,15.2,16.01,14
Drone_193,94.36,91.66,15.57,15
Drone_193,38.04,33.73,2.2,16
Drone_194,97.22,39.25,12.86,18
Drone_194,62.63,78.03,0.94,19
Drone_194,90.21,16.38,17.03,20
Drone_194,44.96,54.52,6.84,21
Drone_194,34.93,92.35,8.25,22
Drone_195,71.7,53.28,7.86,53
Drone_195,13.15,64.27,18.17,54
Drone_195,37.23,37.93,18.79,55
Drone_195,87.89,68.34,16.89,56
Drone_195,40.83,22.0,1.51,57
Drone_196,62.94,74.4,11.92,91
Drone_196,34.67,37.27,12.94,92
Drone_196,10.45,30.91,11.0,93
Drone_196,51.52,0.96,14.07,94
Drone_196,77.41,85.73,5.93,95
Drone_197,37.92,35.54,0.11,70
Drone_197,44.85,15.1,12.62,71
Drone_197,58.91,29.49,17.02,72
Drone_197,39.27,12.23,16.6,73
Drone_197,28.31,27.01,6.11,74
Drone_198,22.05,76.79,9.38,59
Drone_198,26.22,81.4,5.99,60
Drone_198,22.47,17.36,10.61,61
Drone_198,57.67,11.13,1.61,62
Drone_198,95.35,31.35,2.4,63
Drone_199,98.65,65.19,13.07,93
Drone_199,48.19,94.14,11.06,94
Drone_199,85.91,8.2,0.8,95
Drone_199,2.3,18.49,7.73,96
Drone_199,79.17,90.34,16.82,97
Drone_200,43.06,30.13,3.09,52
Drone_200,15.69,20.39,17.76,53
Drone_200,82.49,82.45,6.86,54
Drone_200,56.62,43.9,0.51,55
Drone_200,85.94,36.62,7.16,56
Drone_201,66.72,16.02,0.1,89
Drone_201,90.99,47.77,3.9,90
Drone_201,41.15,9.75,13.56,91
Drone_201,28.1,5.0,15.09,92
Drone_201,22.62,45.56,2.24,93
Drone_202,25.99,15.74,0.14,70
Drone_202,76.71,35.44,10.02,71
Drone_202,11.47,47.3,2.65,72
Drone_202,35.72,14.14,14.51,73
Drone_202,25.89,99.6,3.65,74
Drone_203,84.04,19.86,19.9,50
Drone_203,97.45,40.36,8.35,51
Drone_203,82.27,75.07,7.18,52
Drone_203,68.21,50.06,13.27,53
Drone_203,76.79,59.15,12.27,54
Drone_204,4.12,42.51,17.16,37
Drone_204,22.25,2.8,0.12,38
Drone_204,11.21,25.87,9.57,39
Drone_204,31.77,35.95,17.89,40
Drone_204,65.84,6.34,4.17,41
Drone_205,1.92,49.94,12.98,76
Drone_205,10.17,42.79,0.0,77
Drone_205,83.48,78.36,0.06,78
Drone_205,72.7,31.73,0.24,79
Drone_205,42.71,87.22,1.4,80
Drone_206,65.39,76.89,17.05,58
Drone_206,93.55,55.16,3.9,59
Drone_206,11.0,40.95,3.09,60
Drone_206,93.62,68.48,15.28,61
Drone_206,65.52,34.81,11.89,62
Drone_207,47.43,35.02,5.85,50
Drone_207,7.3,73.75,15.44,51
Drone_207,73.32,37.74,19.92,52
Drone_207,28.59,45.52,19.78,53
Drone_207,79.47,42.29,10.76,54
Drone_208,23.82,71.99,14.85,55
Drone_208,33.69,4.54,2.98,56
Drone_208,1.16,20.39,5.48,57
Drone_208,57.65,82.18,4.15,58
Drone_208,57.15,73.06,7.45,59
Drone_209,77.75,41.97,5.81,4
Drone_209,17.14,52.61,11.42,5
Drone_209,44.32,11.75,9.21,6
Drone_209,47.82,19.98,15.97,7
Drone_209,21.8,63.7,2.55,8
Drone_210,56.01,15.35,16.35,80
Drone_210,55.83,55.16,11.15,81
Drone_210,10.38,99.35,11.77,82
Drone_210,51.79,33.94,8.0,83
Drone_210,55.63,68.87,11.31,84
Drone_211,28.55,24.07,13.84,21
Drone_211,0.15,26.71,7.72,22
Drone_211,95.93,36.01,2.41,23
Drone_211,11.14,47.62,0.64,24
Drone_211,21.62,0.65,6.33,25
Drone_212,4.1,17.86,9.8,100
Drone_212,28.43,48.5,3.23,101
Drone_212,42.88,14.04,9.49,102
Drone_212,72.11,43.39,6.7,103
Drone_212,67.66,74.01,12.97,104
Drone_213,10.36,74.85,8.92,76
Drone_213,91.14,34.51,4.73,77
Drone_213,6.37,57.97,8.61,78
Drone_213,35.85,34.37,17.51,79
Drone_213,97.74,0.14,7.17,80
Drone_214,71.55,70.74,10.66,83
Drone_214,24.37,75.81,12.43,84
Drone_214,93.29,60.15,13.9,85
Drone_214,66.82,97.02,7.64,86
Drone_214,29.96,90.14,17.51,87
Drone_215,69.87,10.71,19.54,60
Drone_215,90.67,48.14,13.78,61
Drone_215,13.52,20.21,10.49,62
Drone_215,6.13,84.97,18.96,63
Drone_215,31.12,29.81,1.97,64
Drone_216,20.58,85.38,4.04,96
Drone_216,95.41,22.36,7.62,97
Drone_216,94.28,72.88,2.86,98
Drone_216,97.7,63.98,8.75,99
Drone_216,60.01,4.31,0.28,100
Drone_217,99.71,82.12,17.18,20
Drone_217,91.15,94.19,14.27,21
Drone_217,77.28,13.74,13.22,22
Drone_217,11.93,60.84,11.23,23
Drone_217,90.11,27.63,7.77,24
Drone_218,43.15,9.18,5.57,93
Drone_218,41.69,7.86,2.11,94
Drone_218,67.59,58.85,18.99,95
Drone_218,31.03,89.16,3.4,96
Drone_218,73.79,81.21,4.12,97
Drone_219,91.07,64.31,10.61,31
Drone_219,50.78,44.63,7.89,32
Drone_219,7.06,33.53,2.67,33
Drone_219,30.09,80.78,5.67,34
Drone_219,77.88,13.02,7.19,35
Drone_220,46.37,47.09,7.66,77
Drone_220,36.14,43.93,5.05,78
Drone_220,80.68,95.87,15.2,79
Drone_220,92.39,61.32,1.29,80
Drone_220,47.28,88.68,17.78,81
Drone_221,67.67,51.99,7.54,25
Drone_221,6.3,25.58,3.34,26
Drone_221,89.88,61.43,8.53,27
Drone_221,49.52,22.21,17.75,28
Drone_221,50.49,46.61,14.76,29
Drone_222,40.14,60.6,1.05,81
Drone_222,48.37,60.39,5.01,82
Drone_222,93.33,59.54,4.94,83
Drone_222,81.69,53.93,6.43,84
Drone_222,62.78,16.46,2.76,85
Drone_223,64.4,92.16,13.76,3
Drone_223,97.85,28.04,13.67,4
Drone_223,43.27,0.69,10.92,5
Drone_223,78.26,12.85,14.71,6
Drone_223,42.15,77.43,1.82,7
Drone_224,70.2,95.4,14.78,31
Drone_224,30.66,30.97,15.26,32
Drone_224,84.27,61.5,3.15,33
Drone_224,95.84,41.1,7.97,34
Drone_224,7.77,41.38,7.24,35
Drone_225,54.43,4.54,3.68,54
Drone_225,18.35,65.33,10.19,55
Drone_225,20.91,88.73,6.25,56
Drone_225,0.97,71.06,14.66,57
Drone_225,65.33,58.46,7.25,58
Drone_226,81.0,67.22,9.15,47
Drone_226,92.54,78.35,17.2,48
Drone_226,66.7,94.91,1.25,49
Drone_226,8.01,87.77,1.65,50
Drone_226,90.11,37.52,15.38,51
Drone_227,41.29,15.12,19.42,99
Drone_227,10.81,98.62,0.64,100
Drone_227,93.98,4.08,14.01,101
Drone_227,18.67,83.99,1.64,102
Drone_227,23.68,55.35,13.05,103
Drone_228,91.07,89.36,8.97,44
Drone_228,73.26,0.37,9.46,45
Drone_228,52.07,51.26,1.77,46
Drone_228,57.85,78.85,5.69,47
Drone_228,11.62,20.02,13.47,48
Drone_229,80.15,79.4,14.14,83
Drone_229,10.37,91.59,4.46,84
Drone_229,42.79,77.73,10.07,85
Drone_229,39.12,90.56,4.53,86
Drone_229,86.7,29.9,17.66,87
Drone_230,29.6,28.86,9.88,66
Drone_230,16.28,56.78,6.32,67
Drone_230,49.87,54.9,3.82,68
Drone_230,19.53,42.67,8.03,69
Drone_230,3.67,57.18,5.21,70
Drone_231,2.07,84.47,11.96,17
Drone_231,56.93,7.3,4.14,18
Drone_231,20.42,14.7,17.45,19
Drone_231,97.35,84.44,16.42,20
Drone_231,25.19,79.22,3.76,21
Drone_232,68.4,36.46,12.1,79
Drone_232,54.51,35.05,10.85,80
Drone_232,71.31,14.13,5.81,81
Drone_232,97.71,16.61,3.44,82
Drone_232,89.54,60.49,0.85,83
Drone_233,88.88,95.04,11.14,19
Drone_233,38.61,3.72,15.33,20
Drone_233,7.46,93.65,5.89,21
Drone_233,14.1,59.35,3.38,22
Drone_233,16.96,20.07,5.05,23
Drone_234,95.72,30.37,11.7,44
Drone_234,79.9,31.08,12.62,45
Drone_234,81.38,98.53,3.71,46
Drone_234,60.21,53.14,10.4,47
Drone_234,40.29,59.17,18.54,48
Drone_235,53.03,33.91,5.28,77
Drone_235,76.49,74.45,3.27,78
Drone_235,21.06,5.77,19.67,79
Drone_235,35.68,72.08,18.99,80
Drone_235,70.41,94.1,12.66,81
Drone_236,82.96,53.16,14.93,11
Drone_236,33.81,52.07,4.01,12
Drone_236,78.78,52.29,0.4,13
Drone_236,24.68,15.86,17.41,14
Drone_236,74.06,21.87,8.21,15
Drone_237,1.46,94.92,6.06,66
Drone_237,31.23,77.24,4.66,67
Drone_237,32.56,94.8,9.03,68
Drone_237,68.69,33.23,19.88,69
Drone_237,98.99,20.7,17.57,70
Drone_238,79.44,91.95,6.83,40
Drone_238,16.53,55.56,10.58,41
Drone_238,55.11,95.13,16.41,42
Drone_238,78.7,90.62,15.54,43
Drone_238,33.17,69.97,19.36,44
Drone_239,30.25,74.44,6.43,32
Drone_239,62.84,76.08,11.58,33
Drone_239,20.85,8.78,19.53,34
Drone_239,82.43,77.39,18.8,35
Drone_239,25.97,98.97,19.29,36
Drone_240,84.49,65.75,4.45,81
Drone_240,41.99,37.96,12.16,82
Drone_240,24.26,11.7,6.91,83
Drone_240,84.49,82.19,17.06,84
Drone_240,31.41,94.19,12.86,85
Drone_241,15.89,74.23,1.47,48
Drone_241,47.96,43.11,19.51,49
Drone_241,37.46,11.77,17.0,50
Drone_241,19.46,65.18,15.94,51
Drone_241,57.13,21.77,6.65,52
Drone_242,16.86,11.94,7.63,100
Drone_242,44.27,79.91,9.31,101
Drone_242,91.86,82.19,6.78,102
Drone_242,53.3,76.21,2.38,103
Drone_242,73.1,89.72,17.93,104
Drone_243,20.05,10.97,14.04,8
Drone_243,65.78,55.0,13.18,9
Drone_243,98.2,0.65,14.51,10
Drone_243,91.6,81.49,18.6,11
Drone_243,10.29,90.91,18.04,12
Drone_244,6.15,86.21,12.83,25
Drone_244,73.59,2.94,1.57,26
Drone_244,5.27,96.42,1.93,27
Drone_244,69.66,47.04,9.19,28
Drone_244,43.96,43.9,19.89,29
Drone_245,75.68,41.6,8.74,89
Drone_245,65.78,72.11,15.77,90
Drone_245,50.5,47.76,13.1,91
Drone_245,48.57,16.2,6.04,92
Drone_245,75.52,92.05,18.07,93
Drone_246,19.99,90.74,14.04,34
Drone_246,90.61,89.91,17.13,35
Drone_246,50.54,34.57,9.07,36
Drone_246,69.74,56.32,9.15,37
Drone_246,45.83,90.89,2.47,38
Drone_247,0.93,91.19,4.05,49
Drone_247,12.93,17.14,2.17,50
Drone_247,1.57,75.27,14.9,51
Drone_247,48.96,25.65,3.53,52
Drone_247,8.22,90.32,7.7,53
Drone_248,93.6,76.69,0.6,40
Drone_248,93.92,20.47,7.1,41
Drone_248,70.56,54.02,15.45,42
Drone_248,66.18,43.63,16.12,43
Drone_248,47.36,59.6,12.45,44
Drone_249,64.98,4.33,12.35,70
Drone_249,62.1,15.11,11.61,71
Drone_249,97.53,23.01,18.32,72
Drone_249,30.54,15.82,13.72,73
Drone_249,33.72,68.51,12.82,74
Drone_250,45.46,65.39,19.38,28
Drone_250,74.52,3.09,12.94,29
Drone_250,25.02,42.58,3.01,30
Drone_250,66.04,99.06,11.36,31
Drone_250,3.3,24.23,6.26,32
Drone_251,40.03,86.84,4.41,90
Drone_251,35.92,72.8,19.31,91
Drone_251,4.16,11.76,5.06,92
Drone_251,72.28,5.53,4.53,93
Drone_251,42.41,82.44,15.49,94
Drone_252,17.55,12.97,11.21,76
Drone_252,63.5,66.7,7.75,77
Drone_252,21.77,57.75,15.71,78
Drone_252,27.4,77.73,18.57,79
Drone_252,16.88,50.48,1.12,80
Drone_253,62.34,34.08,7.08,48
Drone_253,2.29,88.76,16.54,49
Drone_253,17.59,57.69,10.54,50
Drone_253,19.53,84.87,16.45,51
Drone_253,69.19,2.93,10.38,52
Drone_254,24.49,2.93,14.58,76
Drone_254,2.99,54.9,3.78,77
Drone_254,12.19,83.7,19.23,78
Drone_254,17.48,25.43,3.99,79
Drone_254,22.9,70.86,6.88,80
Drone_255,13.4,18.09,14.32,24
Drone_255,62.51,46.44,0.23,25
Drone_255,66.94,23.78,11.15,26
Drone_255,35.68,1.32,9.93,27
Drone_255,65.16,21.22,8.0,28
Drone_256,83.49,70.94,9.43,68
Drone_256,34.2,76.57,14.57,69
Drone_256,87.47,95.38,11.52,70
Drone_256,2.79,78.82,15.85,71
Drone_256,45.1,1.96,11.43,72
Drone_257,23.04,50.04,12.12,41
Drone_257,67.63,7.24,16.77,42
Drone_257,98.38,6.39,6.51,43
Drone_257,87.14,58.28,17.8,44
Drone_257,32.1,89.77,11.96,45
Drone_258,12.1,59.85,0.28,3
Drone_258,19.79,13.41,1.4,4
Drone_258,70.14,73.91,6.51,5
Drone_258,29.27,19.87,5.89,6
Drone_258,95.79,68.82,8.61,7
Drone_259,21.92,13.51,11.14,78
Drone_259,71.44,13.76,14.69,79
Drone_259,52.72,78.15,12.08,80
Drone_259,86.3,65.5,4.51,81
Drone_259,80.92,29.59,14.63,82
Drone_260,95.86,55.72,11.55,1
Drone_260,54.13,72.64,15.2,2
Drone_260,34.99,64.01,10.14,3
Drone_260,74.3,34.42,9.23,4
Drone_260,55.82,97.43,19.06,5
Drone_261,80.94,13.95,6.73,28
Drone_261,46.23,57.19,9.42,29
Drone_261,28.16,57.45,14.85,30
Drone_261,6.78,99.35,8.09,31
Drone_261,19.6,1.56,14.13,32
Drone_262,47.58,46.45,0.5,25
Drone_262,88.06,93.76,18.69,26
Drone_262,46.51,22.6,9.69,27
Drone_262,68.91,90.27,6.93,28
Drone_262,24.5,60.79,18.84,29
Drone_263,47.89,23.97,14.79,57
Drone_263,10.49,19.76,16.63,58
Drone_263,48.97,37.04,13.48,59
Drone_263,62.4,83.21,1.35,60
Drone_263,30.35,54.51,18.92,61
Drone_264,14.25,46.78,13.16,47
Drone_264,18.35,40.79,9.96,48
Drone_264,95.97,69.76,11.43,49
Drone_264,64.7,22.08,3.55,50
Drone_264,67.02,53.35,1.89,51
Drone_265,51.89,96.34,7.8,65
Drone_265,92.19,9.53,13.44,66
Drone_265,3.51,60.89,6.66,67
Drone_265,47.69,34.34,2.85,68
Drone_265,76.46,23.11,3.92,69
Drone_266,90.92,10.48,4.16,39
Drone_266,3.11,86.47,3.92,40
Drone_266,28.3,91.69,19.71,41
Drone_266,98.77,90.35,6.01,42
Drone_266,82.5,20.27,11.48,43
Drone_267,86.97,97.33,19.28,69
Drone_267,10.09,77.59,5.3,70
Drone_267,20.83,91.92,8.27,71
Drone_267,89.73,58.04,2.13,72
Drone_267,7.83,78.57,13.27,73
Drone_268,1.25,35.27,6.76,100
Drone_268,34.84,15.57,8.23,101
Drone_268,49.29,59.07,13.77,102
Drone_268,92.3,61.45,17.78,103
Drone_268,96.47,85.35,2.35,104
Drone_269,0.25,14.62,9.31,30
Drone_269,35.66,65.04,0.71,31
Drone_269,73.03,97.51,6.04,32
Drone_269,95.42,20.62,0.41,33
Drone_269,24.49,91.3,9.46,34
Drone_270,20.23,6.83,10.29,6
Drone_270,86.62,67.5,0.78,7
Drone_270,85.03,11.49,13.86,8
Drone_270,7.63,92.22,14.24,9
Drone_270,98.82,89.73,5.98,10
Drone_271,99.5,94.63,15.06,85
Drone_271,52.54,15.45,2.34,86
Drone_271,18.93,1.48,5.41,87
Drone_271,35.43,91.84,1.53,88
Drone_271,84.3,66.11,15.32,89
Drone_272,85.97,51.85,11.93,71
Drone_272,1.09,48.73,12.04,72
Drone_272,51.1,28.87,5.97,73
Drone_272,30.02,48.93,17.68,74
Drone_272,67.81,15.97,13.38,75
Drone_273,43.87,89.97,0.63,80
Drone_273,26.98,61.17,17.43,81
Drone_273,14.28,95.22,5.64,82
Drone_273,9.1,48.12,17.41,83
Drone_273,66.45,60.83,19.24,84
Drone_274,48.41,71.81,0.5,64
Drone_274,35.52,49.92,5.18,65
Drone_274,41.88,45.8,11.21,66
Drone_274,4.97,77.45,2.01,67
Drone_274,68.68,5.1,17.13,68
Drone_275,73.36,81.22,12.26,82
Drone_275,28.99,34.63,0.01,83
Drone_275,39.98,1.24,7.71,84
Drone_275,62.63,83.18,3.33,85
Drone_275,99.61,26.57,15.89,86
Drone_276,18.73,45.93,0.82,3
Drone_276,57.39,70.83,0.75,4
Drone_276,19.76,19.64,19.32,5
Drone_276,88.06,65.52,15.71,6
Drone_276,86.35,12.19,8.32,7
Drone_277,17.06,50.6,17.56,99
Drone_277,58.73,13.1,13.96,100
Drone_277,6.67,42.56,11.11,101
Drone_277,14.35,3.49,18.73,102
Drone_277,38.15,43.5,15.66,103
Drone_278,33.8,82.22,1.23,4
Drone_278,7.42,71.96,6.23,5
Drone_278,64.04,89.14,1.61,6
Drone_278,13.35,30.25,2.65,7
Drone_278,33.86,16.25,17.25,8
Drone_279,53.97,22.12,0.26,71
Drone_279,17.3,22.4,19.85,72
Drone_279,94.51,5.37,5.18,73
Drone_279,42.5,87.72,18.11,74
Drone_279,84.07,84.66,14.47,75
Drone_280,48.85,95.19,1.52,21
Drone_280,43.81,53.69,13.12,22
